company,year,announcement,category,ship_quarter,availability,quote,verified,video_id
Supermicro,2024,32-GPU AI rack,server,,announced,this is actually built for versatility a 32 GPU rack now it can support the Nvidia h20s like we have configured here or you may choose to go with the AMD Mi 300X or even Intel gudy,no,HQnNpZFIhpA
Supermicro,2024,X14 Hyper compact edge AI system,server,,announced,our new x14 hyper compact system support AI inferencing by integrating up to three double with gpus,no,HQnNpZFIhpA
Supermicro,2024,Outdoor Edge IP65 systems,server,,announced,we have our Outdoor Edge systems with the ip65 rating prevent water and dust challenged running in the wide temperatures lower minus 47° C up to the 47th degrees as well,no,HQnNpZFIhpA
Supermicro,2024,Rack production capacity expansion,server,,announced,"currently we had a capacity to design and delivery up to 5,000 rack per month",no,HQnNpZFIhpA
ASUS,2025,ASUS Infrastructure Deployment Center (AIDC),software,,announced,"So you will see the AIDC, the ASUS infrastructure deployment center.",no,MFXLFXg5niU
ASUS,2025,ASUS Control Center (ACC),software,,announced,"And the other one is on the right, the ACC, ASUS control center.",no,MFXLFXg5niU
Advantech,2025,Autonomous Systems & Robotics (AS&R) showcase theme,other,,announced,"Within Evant Tech, we has uh we have established a unit called autonomous system and robotics short for ASMR.",no,mMyOp1sQ4mk
Advantech,2025,Building Blocks for Robotic Solutions,platform,,announced,Therefore to serve this industry we establish a program called building blocks for robotic solutions.,no,mMyOp1sQ4mk
Advantech,2025,Advantech Edge AI robotics platforms,platform,,announced,Regular edge AI board and regular edge AI server plus software for specific industry.,no,mMyOp1sQ4mk
COMPUTEX,2025,Computex 2025 AI Next focus areas,platform,,announced,Computex 2025 focuses on three key areas.,no,z7z4ZJ0KhrM
COMPUTEX,2025,TAITRA-Taiwan Stock Exchange capital markets partnership,partnership,,announced,"We are especially excited about our new partnership with the Taiwan Stock Exchange, making our first step toward deeper capital market services.",no,z7z4ZJ0KhrM
COMPUTEX,2025,InnoVEX 2025 startup platform,platform,,announced,Explore real world impacts at our AI focused forum or experience tomorrow firsthand at a tense edition of Inovex featuring 450 incredible startups from 24 countries.,no,z7z4ZJ0KhrM
COMPUTEX,2025,TechN High networking event,other,,announced,"And make sure to join TechN High, our special networking event designed to connect buyers and innovators.",no,z7z4ZJ0KhrM
COMPUTEX,2025,IC Taiwan Grand Challenges partnership,partnership,,announced,"We are also proud of our partnerships this year, including the IC Tai IC Taiwan Grand Challenges with the National Science and Technology Council and the Thousand Taiwan IC Design Hub supported by the Ministry of Economic Affair.",no,z7z4ZJ0KhrM
COMPUTEX,2025,Taiwan IC Design Hub,platform,,announced,"We are also proud of our partnerships this year, including the IC Tai IC Taiwan Grand Challenges with the National Science and Technology Council and the Thousand Taiwan IC Design Hub supported by the Ministry of Economic Affair.",no,z7z4ZJ0KhrM
Delta,2025,72 kW rack power unit,server,,announced,So we have the rack power and it's one unit.,no,NHqGFxdNswE
Delta,2025,Power Capacitance Shelf for AI rack peak shaving,platform,,announced,There's the solution.,no,NHqGFxdNswE
Delta,2025,800 VDC data center distribution architecture,platform,,announced,So going through the power grid to 800 volt DC.,no,NHqGFxdNswE
Delta,2025,Solid-state transformer 33 kV AC to 800 VDC architecture,platform,,roadmap,So we concentrated them into this uh solid state transformer.,no,NHqGFxdNswE
Delta,2025,Liquid-to-air and liquid-to-liquid CDU cooling solutions,platform,,announced,So there are two solutions liquid to air and liquid to liquid and on the plate within the servers and there's coal plates and vapor chambers.,no,NHqGFxdNswE
Delta,2025,1.5 MW liquid-to-liquid cooling rack,server,,announced,Now in the middle that's liquid to liquid 1.5 megaww.,no,NHqGFxdNswE
Delta,2025,Modular data center container solution,server,,announced,So we put them into a container.,no,NHqGFxdNswE
Foxconn,2025,Foxconn Genesis AI manufacturing platform,platform,,announced,"Genesis is a powerful foundation combining innovative use cases, token repositories, and an enhanced tech stack to deploy AI at scale.",no,QvnwJqB822c
Foxconn,2025,Smart EV platform and MIH reference design,platform,,announced,And this uh platform we will open it up uh to our customers and also we plan to open it to make it a a a reference design for our MIH members.,no,QvnwJqB822c
Foxconn,2025,Mitsubishi EV reference-model partnership,partnership,roughly about a year from now,roadmap,The car. The car. And that car I have to give you uh uh let you know a good news about it has been chosen by Mitsubishi to be become their car.,no,QvnwJqB822c
Foxconn,2025,Foxconn Smart City platform,platform,sometime in a year,announced,So with this smart city platforms currently we are implemented implementing it in Gausong and also we have a number of other cities in Taiwan is currently working you know with us on the smart city uh uh on the smart city project.,no,QvnwJqB822c
Foxconn,2025,FoxBrain domain-specific AI model,software,,roadmap,So with the Fox brand idea we think oh now that we have you know the applications the three uh smart platforms we know that we are going to build a Fox brand model to support it.,no,QvnwJqB822c
Foxconn,2025,FoxBrain open-source commitment,software,,roadmap,And we plan to open it to make it open source to the communities.,no,QvnwJqB822c
Foxconn,2025,Nvidia AI software stack adoption,partnership,,announced,"So, we're going to build our platforms on top of the Nvidia AI software stack.",no,QvnwJqB822c
Foxconn,2025,First NCP AI data center,server,,announced,And this AI data center is targeted to have 100 megawatt of power.,no,QvnwJqB822c
Foxconn,2025,Foxconn 3+3+3 smart platforms initiative,roadmap,,announced,Now after the 3 plus three to make 3 + 3 plus three smart platforms becomes fastcon's new initiatives.,no,QvnwJqB822c
Foxconn,2025,TechOrange Taiwan robotics community partnership,partnership,,announced,Fastcom will work with Tech Orange to create Taiwan's leading robots community to drive innovation in the in industry growth because of that GDP.,no,QvnwJqB822c
Gigabyte,2025,AORUS RTX 5090 AI Box,gpu,,announced,"Thanks to Thunderball 5 USB 4 connectivity and Nvidia's powerful DLSS4, the Orus RTS 1590 AI box delivers up to 3.1 times of the performance compared to the last generation's 4090 gaming box.",no,zcVOAHDAw7c
Gigabyte,2025,Radeon AI Pro R9700 AI TOP 32G,gpu,,announced,Allow me to introduce the Radian AI Pro R9700 AI top 32G.,no,zcVOAHDAw7c
Gigabyte,2025,AI TOP ATOM (NVIDIA GB10 / DGX Spark box),server,,announced,"Well, it is at the core of the AI top eight ton is the Nvidia GB10 grace black wall raw superchip a tightly integrated CPU GPU platform that delivers thousand tops of AI performance all from just 170 watts in a very compact desktop platform.",no,zcVOAHDAw7c
Gigabyte,2025,AI TOP Utility 4.0,software,,GA,"And now version 4 this is a unified platform with the launch of AI utility 4.0 Zero, we proudly introduce the machine learning.",no,zcVOAHDAw7c
Gigabyte,2025,AI TOP Utility model converter,software,,announced,We offer four precision levels.,no,zcVOAHDAw7c
Gigabyte,2025,AI TOP 100,server,,announced,"The AI top 100 is targeting our creators, educators, and small teams that supports fine-tuning 110 billion inferencing 200 billion of parameters AI model.",no,zcVOAHDAw7c
Gigabyte,2025,AI TOP 500,server,,announced,"And the AIO 500 is crafted for researchers, enterprises, and it supports fine-tuning 400 billion and inferencing 685 billion parameters.",no,zcVOAHDAw7c
Gigabyte,2025,Gmate AI agent,software,,announced,That's exactly why we created Gmate.,no,zcVOAHDAw7c
Gigabyte,2025,Dedicated Gmate hotkeys across 2025 product lines,platform,,announced,"We're excited to announce that all 2025 product lines will feature dedicated Gmail hotkeys, giving everyone instant access to its powerful features.",no,zcVOAHDAw7c
Gigabyte,2025,Gmate Creator,software,,announced,That's exactly why we create Gmail creator to eliminate those hassles and you will get up and run into it just one setup.,no,zcVOAHDAw7c
Gigabyte,2025,Gmate Coder concept,software,,roadmap,"As we continue to integrate more features into GMAT, we are excited to introduce our latest concept the G8 coder.",no,zcVOAHDAw7c
Gigabyte,2025,Gaming A16 Pro laptop,platform,,announced,It houses a RTX 5080 graphic card with up to 155 watts TGP delivering exceptional performance and in a compact form.,no,zcVOAHDAw7c
Gigabyte,2025,Gaming A18 laptop,platform,,announced,"It features a sleek portable design with an immersive 18in display, a size that's still very rare in the gam laptop market.",no,zcVOAHDAw7c
Gigabyte,2025,Aero X16 laptop,platform,,announced,Thanks to our G power gear light use scenarios can now stretch back to life up to 14 hours.,no,zcVOAHDAw7c
Gigabyte,2025,2025 AI gaming monitor lineup,platform,,announced,"This year, Gigabyte is bringing an all new lineup of gaming monitors with a high refresh rate from 200 hertz to incredible 500 Hz and based on different types of panels from conventional LCD IPS to stunning OLED.",no,zcVOAHDAw7c
Gigabyte,2025,Three-year OLED monitor burn-in warranty,other,,announced,That's why we are confident enough to back all the OLED monitor product with a full three years warranty including burning.,no,zcVOAHDAw7c
Gigabyte,2025,AORUS AI X870 series motherboards,platform,,announced,So that's why we are proud to introduce all new ORS AI X70 series motherboards XA70 A3 series.,no,zcVOAHDAw7c
Gigabyte,2025,X3D Turbo Mode 2,software,,announced,"Altogether, that gives Gigabyte up to a 35% advantage compared to competing offerings, making X3D Turbo 2 the most powerful A3D profile in the market.",no,zcVOAHDAw7c
Gigabyte,2025,M.2 Easy Flex,other,,announced,This ensures better contact for all SSD types resulting in a 12° lowerer temperature than standard designs.,no,zcVOAHDAw7c
Gigabyte,2025,Driver BIOS,software,,announced,"We've embedded the Wi-Fi driver directly into a 64 MB BIOS chip, which is twice large than before, and no more complicated steps.",no,zcVOAHDAw7c
Gigabyte,2025,Ultra Turbo Mode for Intel Z890 motherboards,software,,announced,"For our Intel enthusiasts, we're excited to introduce Ultra Turbo Mode, our most powerful performance enhancement yet for Intel platforms.",no,zcVOAHDAw7c
Gigabyte,2025,Project Stealth X870 and B850 motherboards,platform,,announced,"Ladies and gentlemen, introducing the latest addition of project sales X70 over sales size and BA50 over sales size.",no,zcVOAHDAw7c
MediaTek,2025,First 2nm high-volume chip tapeout,roadmap,2025Q3,roadmap,We will be taping out our first 2 nanometer divide in September this year.,no,65rTbTU1Ak8
MediaTek,2025,Dimensity 9500 and 9600 roadmap,roadmap,,roadmap,"And I guarantee you, you will see 95 hundred, 96 hundred coming up every year, like a clock.",no,65rTbTU1Ak8
MediaTek,2025,MediaTek Edge AI model ecosystem,software,,announced,"We now have more than 540 AI models on our Edge platforms, all the way from mobile to automotive.",no,65rTbTU1Ak8
MediaTek,2025,MediaTek IoT AI models with NVIDIA TAO,partnership,,announced,"In addition, we have also, for instance, for the IoT platforms, we have more than 100 models, through the collaboration with MVDERS, T-A-O platforms.",no,65rTbTU1Ak8
MediaTek,2025,Dimensity 9400+ deep reasoning AI support,software,,announced,But the important thing is that the deep reasoning capability is already built in our 9400 plus chips.,no,65rTbTU1Ak8
MediaTek,2025,Kompanio Ultra Chromebook SoC,platform,,announced,This chip. Compendial Ultra is made in TSMC 3902 process. 50 tops of AI computing capability.,no,65rTbTU1Ak8
MediaTek,2025,Genio 720 IoT chip,platform,,announced,We have our latest Junior 720 chip.,no,65rTbTU1Ak8
MediaTek,2025,MediaTek CX1 automotive super cockpit SoC,platform,,sampling,"This chip, we call, we call that CX1.",no,65rTbTU1Ak8
MediaTek,2025,MediaTek AI ASIC custom silicon platform,accelerator,,announced,"One is a customer silicon. What do we call ASIC? AI chip, mostly for the accelerators.",no,65rTbTU1Ak8
MediaTek,2025,MediaTek 448G interconnect roadmap,networking,,roadmap,"Interconnect, as I said, now 224G proven. You were moving into a 448G very soon.",no,65rTbTU1Ak8
MediaTek,2025,MediaTek M-link die-to-die IP with UCIe support,networking,,announced,"MediaTack has our own proprietary high-speed low power M-link IP, but we also delay and support the industry standard UCIE.",no,65rTbTU1Ak8
MediaTek,2025,MediaTek participation in NVIDIA NVLink Fusion,partnership,,announced,"MediaTack is very, very, very happy to be one of the early partners with Nvidia in this model.",no,65rTbTU1Ak8
MediaTek,2025,MediaTek CPU for NVIDIA DGX Spark,cpu,,announced,"Together with Nvidia, MediaTack, Deline, a CBO, a 20 core ARM CPU.",no,65rTbTU1Ak8
NVIDIA,2025,GeForce RTX 5060,gpu,,announced,This is a brand new GeForce 5060 RTX 5060.,no,ly2aznIb3zg
NVIDIA,2025,Grace Blackwell GB300,platform,2025Q3,announced,And this this year in Q3 we'll upgrade to Grace Blackwell GB300.,no,ly2aznIb3zg
NVIDIA,2025,Taiwan AI supercomputer,partnership,,announced,"And so today we're announcing that Foxcon, Taiwan, the Taiwanese government, Nvidia, TSMC, we're going to build the first giant AI supercomputer here for the AI infrastructure in the AI ecosystem of Taiwan.",no,ly2aznIb3zg
NVIDIA,2025,NVIDIA NVLink Fusion,networking,,announced,And so today we're announcing the MVLink Fusion.,no,ly2aznIb3zg
NVIDIA,2025,DGX Spark,server,in a few weeks,shipping,DGX Spark will be ready will be available shortly probably in a few weeks.,no,ly2aznIb3zg
NVIDIA,2025,DGX Station,server,,announced,And this is a DGX station.,no,ly2aznIb3zg
NVIDIA,2025,RTX Pro Enterprise and Omniverse Server,server,,shipping,"Okay, it's going to it's a our RTX Pro server is in volume production across all of our partners in the industry.",no,ly2aznIb3zg
NVIDIA,2025,ConnectX-8,networking,,shipping,This is now in volume production.,no,ly2aznIb3zg
NVIDIA,2025,NVIDIA AI Data Platform and AIQ,software,,announced,And this is the NVIDIA AI data platform.,no,ly2aznIb3zg
NVIDIA,2025,Newton physics engine,software,2025Q3,announced,It's going to be open sourced in July.,no,ly2aznIb3zg
NVIDIA,2025,Jetson Thor,platform,,shipping,And Isaac Group platform starts with a brand new computer called Jetson Thor.,no,ly2aznIb3zg
NVIDIA,2025,Isaac GR00T N1.5,software,,GA,And so today we're announcing that Isaac Groot N1.5 is now open sourced and it's open to the world to use.,no,ly2aznIb3zg
NVIDIA,2025,GR00T Dreams blueprint,software,,announced,"Groot dreams is a blueprint built on Cosmos for large-scale synthetic trajectory data generation, a realtoreal data workflow.",no,ly2aznIb3zg
NVIDIA,2025,NVIDIA Constellation Taiwan office,other,,announced,And so I'm going to build them a brand new NVIDIA Taiwan office and it's called Nvidia Constellation.,no,ly2aznIb3zg
Qualcomm,2025,Fortnite on Snapdragon X Elite,software,2025,announced,"And of course, I have an announcement. You know, uh, Fortnite is going to be coming to Snapdragon as well, and it's going to be a great gaming experience on Snapdragon X Elite running on on Arduino GPU.",no,EdrS3Zq3zFQ
Qualcomm,2025,Easy Anti-Cheat for Windows on Snapdragon,software,,announced,"Um, we also working with Epic Games uh to bring easy anti-cheat to Windows on Snapdragon.",no,EdrS3Zq3zFQ
Qualcomm,2025,HP OmniBook 5 powered by Snapdragon,platform,,announced,We're very excited today to announce our Onibook 5 powered by Snapdragon.,no,EdrS3Zq3zFQ
Qualcomm,2025,Snapdragon X series design pipeline,platform,2026,roadmap,We have now 85 plus designs that are launched or in development with Snapdragon X series.,no,EdrS3Zq3zFQ
Qualcomm,2025,Context on-device agentic AI model,software,,announced,"Let me introduce you to Context, the world's first agentic AI model that runs entirely on device using Snapdragon's NPU.",no,EdrS3Zq3zFQ
Qualcomm,2025,Adobe Premiere Pro NPU features for Snapdragon X series,software,,announced,"And these are some of Premiere Pro's first features powered by Snapdragon's MPU, delivering its best Windows experience yet.",no,EdrS3Zq3zFQ
Qualcomm,2025,Docker Model Runner on Snapdragon,software,,announced,"And today, we're bringing that functionality to systems based on Snapdragon's processors.",no,EdrS3Zq3zFQ
Qualcomm,2025,Docker Desktop for Snapdragon X processors and NPUs,software,,announced,"This is why we're so excited to be bringing Docker Desktop to Snapdragon X processors and MPUs, which have amazing power and cost characteristics.",no,EdrS3Zq3zFQ
Qualcomm,2025,Qualcomm-Advantech industrial PC announcement,partnership,,announced,Pay attention to those. That's going to be a significant announcement we're doing with our great partner Advent in about an hour from now.,no,EdrS3Zq3zFQ
Qualcomm,2025,Next Snapdragon PC chip at Snapdragon Summit 2025,roadmap,,roadmap,you're going to see the next uh thing that we've been working on the next chip for PC and we are going to provide another breakthrough in performance.,no,EdrS3Zq3zFQ
Qualcomm,2025,Qualcomm data center expansion,roadmap,,roadmap,I think it's probably saw uh the Nvidia keynote. And we have been busy and I just want to tell you we are expanding into the data center.,no,EdrS3Zq3zFQ
Supermicro,2025,DLC2 liquid cooling solution,platform,,announced,With our data center billing brow solution especially with DLC2 we help you and your customer achieve up to again 40% saving in power and hard while enhance the system the data center availability and performance.,no,VOdVO7qMzZs
Supermicro,2025,PG DLC2 coolant,other,,announced,"The new cooling have 1,000 time higher electrical impedance while with better thermal conductivity.",no,VOdVO7qMzZs
Supermicro,2025,Data Center Building Block Solution,platform,,GA,Our DCPBS solution are fully optimized and ready to high volume deployment about now about now.,no,VOdVO7qMzZs
Supermicro,2025,"Global 5,000-rack-per-month production capacity",server,,GA,"So co first composer service so with global production capacity of 5,000 rack per month now with our new Malaysia campus fully operational for large scale production today alongside continual capacity growth in US, Europe and Taiwan.",no,VOdVO7qMzZs
Supermicro,2025,Dry cooling tower for DLC2 data centers,other,next few weeks,announced,"You want uh a tower without water, we have a dry tower for you very soon in next few weeks.",no,VOdVO7qMzZs
Supermicro,2025,Chiller product line,other,next few months,announced,And we offer you variety of chi in next few sorry next few months this time in not next few weeks because a new product line but will be available in next few months.,no,VOdVO7qMzZs
Supermicro,2025,B200 DLC2 solution,server,next week,announced,We'll be ready to ship uh this will be ready for B200 next week.,no,VOdVO7qMzZs
Supermicro,2025,B300 DLC2 solution,server,within a quarter,roadmap,B300 DLC2 hopefully within a quarter hopefully,no,VOdVO7qMzZs
Supermicro,2025,B300 air-cooled system,server,next 30 days,announced,Will be ready in next 30 days.,no,VOdVO7qMzZs
Supermicro,2025,B200 HGX 4U DLC2 system,server,"small volume in one months, high volume in two months",announced,Other than that we have a you know B21 uh HGX4U uh with our DLC2 uh uh kind of uh 50 dB noise level.,no,VOdVO7qMzZs
Supermicro,2025,MI350 air-cooled system,server,two months,announced,and then uh MS3 350 uh AUAC shipping in two months.,no,VOdVO7qMzZs
Supermicro,2025,E3.S all-flash AI storage 90-bay scale-out storage,memory,,announced,"For example, uh MI355 for you and E3 S uh old flash um AI storage uh for you 90 bay uh scale out storage uh 400G uh highspeed uh data switch.",no,VOdVO7qMzZs
Supermicro,2025,400G high-speed data switch,networking,,announced,"For example, uh MI355 for you and E3 S uh old flash um AI storage uh for you 90 bay uh scale out storage uh 400G uh highspeed uh data switch.",no,VOdVO7qMzZs
Wiwynn,2025,PCBA automation and assembly automation program,other,,roadmap,"Our autosystem integration seamlessly adapts across multiple product lines, ensuring consistent quality, leveraging robotic arms and fixture systems for unmatched productivity, and propelling us toward 30% assembly automation.",no,K9IxCWcc0hU
ASUS,2026,ROG NUC 16 Edition 20,other,,announced,The ROG Knock 16 Edition 20.,no,p0NpoymfgMU
ASUS,2026,ROG G1000 Edition 20,other,,announced,"And for those seeking ultimate performance, the ROG G1000 edition 20 is a massive 104 LRA tower engineer for flagship hardware with the limited anniversary look and the integrated enemy hollow for unique personalization.",no,p0NpoymfgMU
ASUS,2026,ROG Swift OLED PG27AQDP-G Edition 20,other,,announced,And what truly sets it apart is its versatile dual mode offering crystal clear QHD at 540 hertz and incredible HD at the 720 Hz.,no,p0NpoymfgMU
ASUS,2026,ROG Rapture GT-BE98 Pro Edition 20,networking,,announced,"And complementing this, the ROG Rapture GTB 98 Pro Edition 20 routers delivers flagship Wi-Fi 7 performance, prioritizing the game traffic for ultra fast, stable connection, and smooth gameplay without slowdowns.",no,p0NpoymfgMU
ASUS,2026,ROG GR20 Edition 20,other,,announced,Starting with the RG GR20 Edition 20.,no,p0NpoymfgMU
ASUS,2026,ROG Thor 3000W Titanium III Edition 20,other,,announced,That's why we proud to introduce the RG Thor 3000 watt Titanium 3 edition 20 3000 W.,no,p0NpoymfgMU
ASUS,2026,ROG Astral GeForce RTX 5090 Edition 20,gpu,,announced,"And for those who demand the ultimate visual experience from these extreme system, we are thrilled to unveil the ROG Astro GeForce RTX 1590 edition 20.",no,p0NpoymfgMU
ASUS,2026,ROG Crosshair X870E Edition 20,other,,announced,"And to bring all these incredible components together and form the very foundation of your extreme system, we proudly present the ROG Crosshair X870E edition 20.",no,p0NpoymfgMU
ASUS,2026,ROG Ryujin 360 Edition 20,other,,announced,"In addition, this motherboard is paired with ROG new Gene 360 edition 20 as its dedicated cooling solution right out of the sandbox.",no,p0NpoymfgMU
ASUS,2026,Tandem RGB OLED monitor GaN power and Neo Proximity upgrades,platform,2026Q3,announced,"Now, both of those upgrades, the proximity sensor and the new gallium nitride power, those ship across our full tandem RGB OLED lineup.",no,p0NpoymfgMU
ASUS,2026,ROG Swift OLED PG32UCWM,other,2026Q3,announced,"That includes the PG27 UCWM that we announced at CES, as well as its new larger sibling that we're announcing today, the 32 in PG32 UCWM.",no,p0NpoymfgMU
ASUS,2026,ROG Strix OLED XG259QWPG Ace,other,,announced,"We are incredibly proud to announce the ROG Stricks OLED XG259 QWPG Ace, the world's first OLED esports monitor, 24 in full HD and a tandem W OLED display featuring our true black glossy coating and a staggering 540 Hz refresh rate.",no,p0NpoymfgMU
ASUS,2026,2026 ROG Strix Scar 18,other,,announced,"So, we made our new Strict Scar 18 capable of up to 320 watts of total sustained system power that drives an Intel Core Ultra 9 processor 290HX Plus and an Nvidia GeForce RTX 5090 laptop GPU.",no,p0NpoymfgMU
ASUS,2026,ROG Esport Global Instagram channel,software,,GA,"So, alongside all this gear, we're also excited to announce that our new ROG Esport Global Instagram channel is now online to provide the status of your favorite teams, real-time tournament info, and of course, the best ROG esports gear.",no,p0NpoymfgMU
ASUS,2026,ROG Xbox Ally X20,platform,,announced,"The analyze display has been expanded from 7 to 7.4 4 in and upgraded to a stunning OLED panel, delivering truly breathtaking vibrant HDR visual.",no,p0NpoymfgMU
ASUS,2026,ROG XR R1 Edition 20,other,,announced,"Whether you are gaming at home or on the go, the R1 steps up your immersion with a 171 ines virtual screen just a 4 meters away, covering 95% of your focus field of view and delivering a near instantaneous 0.01 millisecond response time thanks to micro OLED.",no,p0NpoymfgMU
Arm,2026,Arm AGI CPU,cpu,,shipping,Two times the performance per rack versus a comparable x86 system.,no,aEvEoDJoJQY
Arm,2026,Arm AGI CPU air-cooled rack,server,,announced,"An aircooled rack, 36 kW, 8,000 cores, and a liquid cooled rack that has over 45,000 cores, 200 kilowatts.",no,aEvEoDJoJQY
Arm,2026,Arm AGI CPU liquid-cooled rack,server,,announced,"An aircooled rack, 36 kW, 8,000 cores, and a liquid cooled rack that has over 45,000 cores, 200 kilowatts.",no,aEvEoDJoJQY
Arm,2026,Oracle and ByteDance join Arm AGI CPU family,partnership,,announced,Oracle huge partner with OCI. We have a long history with Oracle. They've now joined the ARGIC CPU family as well as Bite Dance.,no,aEvEoDJoJQY
Arm,2026,Arm AGI CPU 2 and AGI CPU 3 roadmap,roadmap,,roadmap,ARM AGIC CPU 2 is already underway.,no,aEvEoDJoJQY
Arm,2026,Nvidia RTX Spark powered by Arm,platform,,announced,20 cores ARMbased cores in the custom grace CPU.,no,aEvEoDJoJQY
Arm,2026,RTX Spark 128 GB memory configuration,memory,,announced,"Well, if you look at the RTX Spark PC, it's got 128 gigabytes memory.",no,aEvEoDJoJQY
Arm,2026,MVFP4 numerical format,software,,announced,And so we uh created a new uh numerical format called MVFP4 so that we can compress the large language models as much as possible and fit a very smart AI into the system memory.,no,aEvEoDJoJQY
Arm,2026,Adobe Photoshop and Premiere CUDA acceleration for agents,software,,announced,Adobe announced they're going to rearchitect Adobe Photoshop and Premiere so that it's CUDA accelerated and a aentically accessible and so we're accelerating applications.,no,aEvEoDJoJQY
COMPUTEX,2026,Computex 2026 AI Together expanded exhibition,platform,2026Q2,announced,"This year, we are proud to host more than 1,500 exhibitors across 6,000 booths spanning Nankang Exhibition Center, the World Trade Center, and the Taipei International Convention Center.",no,ztiiTHJfSPM
COMPUTEX,2026,Computex 2026 robotics pavilion,platform,2026Q2,announced,"And this year, for the first time Computex dedicates an entire pavilion to robotics.",no,ztiiTHJfSPM
COMPUTEX,2026,GTC Taipei at Computex 2026,platform,2026Q2,announced,"In Nangang Exhibition Hall 1, Hall 2, the Taipei World Trade Center, and also at the Taipei International Convention Center, where Nvidia will host GTC Taipei.",no,ztiiTHJfSPM
COMPUTEX,2026,Computex 2026 global chip CEO keynotes,platform,2026Q2,announced,Our CEO keynotes bring four global chip leaders to one stage.,no,ztiiTHJfSPM
COMPUTEX,2026,Computex 2026 physical AI forum track,platform,2026Q2,announced,"Right inside that same building on the morning of June the 2nd four forum sections take the stage in a row all on physical AI with the senior executives running robotics at Nvidia, Qualcomm, ABB, and NXP.",no,ztiiTHJfSPM
COMPUTEX,2026,InnoVEX 2026 startup showcase,platform,2026Q2,announced,"And at InnoVex, nearly 500 startups from 23 countries are showing where AI goes next in robotics, health care, materials, and industrial intelligence.",no,ztiiTHJfSPM
COMPUTEX,2026,Computex 2026 Taipei 101 drone show,other,2026Q2,announced,"Tomorrow night, with Taipei 101 as the international landmark stage, thousand MIT drones will light up the night sky, bringing together technology and art for audience around the world through a live streaming.",no,ztiiTHJfSPM
Gigabyte,2026,CQDIMM technology + D5 DUO X BIOS tuning,memory,,announced,"With CQD, we achieve speeds up to 8,000 MT per second while supporting 256 GB of system memory.",no,avtpBZH6exw
Gigabyte,2026,X870 Aorus Infinity motherboard,platform,,announced,Introducing the X70 Orus Infinity.,no,avtpBZH6exw
Gigabyte,2026,X870 Aorus Infinity Net motherboard,platform,,announced,"By combining the MOSFET and choke into a single module, each units delivers the equipment of four power faces that give us a staggering 64 total phases.",no,avtpBZH6exw
Gigabyte,2026,X870 Aero Aorus Darkwood motherboard,platform,,announced,Introducing the XA70 Echo Arrow Acrody Darkwood.,no,avtpBZH6exw
Gigabyte,2026,Aorus GeForce RTX 5080 Infinity Wood,gpu,,announced,"To complete the wood theme ecosystem, I'm thrilled to announce Orus GeForce RTS 5080 Infinity Wood.",no,avtpBZH6exw
Gigabyte,2026,B850M Aorus Stealth and B850M Aorus Stealth Ice,platform,,announced,We have partnered with over 20 top tiers manufacturers ensuring out ofbox compatability with more than 50 different models.,no,avtpBZH6exw
Gigabyte,2026,Aorus Elite AIO coolers,other,,announced,Introducing the ORS Elite AIO coolers.,no,avtpBZH6exw
Gigabyte,2026,Aorus P1600 AI Top PSU,other,,announced,"Again, that's why we engineer the OSB 1600 AI talk, our flagship 1600 watt PSU built for the next gen AI systems.",no,avtpBZH6exw
Gigabyte,2026,Aorus C510 Glass Infinity case,other,,announced,"Introducing Orus C510 Glass Infinity, a very compact 25 L MicroATX case, and it's a transformer.",no,avtpBZH6exw
Gigabyte,2026,Aorus K10 Infinity keyboard,other,,announced,"And it is not just precise, it is fast.",no,avtpBZH6exw
Gigabyte,2026,Aorus M10 Infinity mouse,other,,announced,"The M10 utilize optical switches up to 8,000 Hz poly rate also and the compatibility with Nvidia reflex.",no,avtpBZH6exw
Gigabyte,2026,Gmaz Web Edition,software,,announced,So to complete the peripherals here we introduce Gmaz web edition a software free control center all the customized settings and stats that we've just mentioned are stored locally on the keyboard and mouse you just need to open the link on your browser then adjust everything directly so wherever you go your setup goes with you now let's jump back to the systems and talk about what truly drive performance these days.,no,avtpBZH6exw
Gigabyte,2026,"Aorus GeForce RTX 5080, 5070 Ti and 5070 Infinity graphics cards",gpu,,announced,Introducing the Orus GeForce 5080 Infiniti joined by the 5070Ti and 5070 Infiniti that comes later as part of the 4 series.,no,avtpBZH6exw
Gigabyte,2026,GPU Selector for Aorus AI Box,software,,announced,This could be a substantial leap efficiency and responsiveness especially in demanding use cases like gaming while streaming content creation or running local AI workloads simultaneously and in an optimized scenarios you can boost up to five time faster performance compared to a default unadjust settings.,no,avtpBZH6exw
Gigabyte,2026,AI Top 100 local AI supercomputer,server,,announced,"AMD Ryzen 9 9950X, Nvidia GeForce RTX 5090 or AMD Radian AI Pro are 9700s up to 128 GB of DDR5i memory, 1600 W 80 plus certificate power supply, support for local AI models up to 200 billion parameters.",no,avtpBZH6exw
Gigabyte,2026,Aorus Elite monitor series,other,,announced,The lineup are with both QHD and UHD resolutions with refresh rate ranging from 240 Hz up to 540.,no,avtpBZH6exw
Gigabyte,2026,Aorus Elite multi-mode 5K mini LED gaming monitor,other,,announced,"Furthermore, we are also very excited to introduce the world's first multi mode 5K mini LED gaming monitor with a glassy display to our Aurus Elite series.",no,avtpBZH6exw
