event_year,company,ticker,announcement,category,summary,key_number,ship_quarter,availability,quote,confidence,verdict,ticker_ok,number_ok,audit_note,series,lang,n_sources,video_url
2024,Neuron,,K30 Transformer-supporting NPU,npu,"Neuron announced its latest K30 NPU embedded in a laptop to run offline LLM workloads without a discrete GPU. The company positioned it as an on-device AI accelerator for private, low-power edge GPT use cases.",,,announced,today I'm showing you our latest k30 this is the chip that I have embed in this laptop on my hand,0.86,real_new,True,True,Latest K30 chip shown at event.,keynote_forum,en,1,https://www.youtube.com/watch?v=lvSyYMpLhmQ
2024,Neuron,,Neo 330 private GPT machine,server,Neuron announced Neo 330 as a higher-performance private GPT inference machine for small teams. It is positioned for organizations that need to load private data locally rather than use cloud AI services.,40 to 50 people team,,announced,then we are going to have Neo 330 which has better performance than Neo 300 it's good for 40 to 50 people team,0.86,real_new,True,True,Concrete forthcoming Neo 330 product described.,keynote_forum,en,1,https://www.youtube.com/watch?v=lvSyYMpLhmQ
2024,NVIDIA,NVDA,GB200 NVLink 2,server,An industry-standard MGX server that combines two GB200 superchip modules over NVLink in a standard rack form factor. NVIDIA positions it as an easier-to-deploy inference platform for existing data centers.,two of the gb200 super chip modules,,announced,one of the new products we announced here this week in computex was the gb200 Envy link 2,0.95,real_new,True,False,"NVL2 announced, but two-module number absent",forum,en,1,https://www.youtube.com/watch?v=7MN7x-SmMGo
2024,NVIDIA,NVDA,GB200 NVLink 72 deployment,platform,NVIDIA committed that GB200 NVLink 72 rack-scale systems will begin deployment in 2024. The platform links 72 GPUs into a single rack-scale AI system and is positioned as the building block for large AI factories.,,soon this year,roadmap,again this system will cost millions of dollars will start being deployed soon this year and we already in the process of planning very large data centers around the world for our partners very large AI factories that will dep be deployed in every large cloud in many Regional cloud CLS and in private data centers by private companies,0.9,real_new,True,True,Concrete deployment commitment for GB200 systems.,forum,en,1,https://www.youtube.com/watch?v=7MN7x-SmMGo
2024,NVIDIA,NVDA,DGX SuperPOD with DGX GB200 systems,platform,NVIDIA described a DGX SuperPOD blueprint using DGX GB200 systems to build AI factories from scalable units. The blueprint is intended to network multiple GB200 NVLink 72 racks into larger training systems.,576 gpus,,announced,"this particular blueprint scales up to 576 gpus in one scalable unit and then you can then put multiple scalable units together with the 576 GPU building block you can go up to 9,000 gpus",0.88,real_new,True,True,GB200 SuperPOD scaling disclosed.,forum,en,1,https://www.youtube.com/watch?v=7MN7x-SmMGo
2024,NVIDIA,NVDA,"18,000-GPU standard AI factory design",platform,"NVIDIA said it has a standard AI factory design that can scale to 18,000 GPUs using 1,152-GPU building blocks. This is a concrete scale-out blueprint for customers building very large AI training clusters.","18,000 gpus",,announced,"so this will be one of our standard AI factories deploying up to 8 18,000 gpus",0.86,real_new,True,True,Quote supports standard AI factory scale,forum,en,1,https://www.youtube.com/watch?v=7MN7x-SmMGo
2024,PAID Technology,,PAID AI textile smart sorting system,platform,"An AI-based smart sorting system for textile recycling, using near-infrared spectroscopy and cloud/data tools to classify fibers such as wool, cotton, and PET. It targets the bottleneck in textile recycling supply chains by improving material classification accuracy.",more than 95%,,announced,our AI sorter can do both quantitative and qualitative analysis to achieve accuracy more than 95%,0.92,real_new,True,True,Concrete AI sorter performance claim,keynote_forum,en,1,https://www.youtube.com/watch?v=aSfg7kAITP4
2024,Patron,,Patron latest EIT e-cockpit design,platform,"Patron presented its latest automotive e-cockpit design integrating vehicle compute, cross-system integration, pillar-to-pillar display, HUD, invisible A-pillar, biometric ECG driver monitoring, and touch control panel technology. It matters as a consolidated cockpit platform combining compute, display, safety, and human-machine interface functions.",,,announced,hi this is Michael I would like to give you the introduce for the pon latest EIT as you can see uh we designed the all the computing power for the EIT uh we also do the cross SP integration uh for this EOP include the article as you can see this is a Piller to filler display uh we also have the refreshing HUD also have the invisible a pillar uh Beyond of the artical portion we also integrate the biology uh technology into the SE heing which is able to real time detect the ECG uh for the driver uh in order of that we also have the touch integration into the control panel is using the the latest Advance process which is a im technology,0.67,real_new,True,True,E-cockpit design details are described.,computour,en,1,https://www.youtube.com/watch?v=YzeNBZ5RKKU
2024,Pro Gamersware,,Haven HS420 PC case,other,"Haven announced its first case, the HS420, a hybrid-structure dual-chamber PC case with a slim footprint, panoramic folded-glass window, and GPU-focused airflow design. It includes a configurable area for hard-drive cages, fans, radiators, or an internal display.",,,announced,"our first case that we're
releasing today this one is called the
hs420 HS means hybrid
structure",0.92,real_new,True,True,Releasing today supports new case launch.,computour,en,1,https://www.youtube.com/watch?v=3h_dFZIFI2I
2024,Pro Gamersware,,Haven brand launch,other,Pro Gamersware introduced Haven as a newly launched brand within its PC and gaming hardware portfolio. The brand is staffed by experienced case-industry veterans and debuts at COMPUTEX 2024.,,,announced,"so this is a new brand that
we're launching today",0.88,real_new,True,True,Quote states new brand launching today.,computour,en,1,https://www.youtube.com/watch?v=3h_dFZIFI2I
2024,QCT,,QCT Intel Xeon 6 server systems,server,"QCT announced its latest-generation server systems powered by Intel Xeon 6 processors. The systems add higher core counts, DDR5, PCIe Gen 5, Compute Express Link, and liquid cooling for workload-optimized data-center deployments.",,,announced,qct latest generation server systems powered by Intel xon 6 processors enable significant upgrades over the previous generation to bring workload optimized performance with higher core counts and utilizing ddr5 memory with increased memory speeds pcie Gen 5 compute express link and liquid cooling,0.89,real_new,True,True,QCT Xeon 6 systems directly described.,unboxing,en,1,https://www.youtube.com/watch?v=94wLdxljTq0
2024,QCT,,Future Intel Xeon 6700 P-core support in QCT server platform,roadmap,QCT committed that its new server platform will also support Intel Xeon 6700 processors with P-cores in the future. This extends the platform roadmap beyond the announced E-core-based Xeon 6700 E Series systems.,,,roadmap,our server platform will also support Intel xon 6700 with peores in the future,0.85,real_new,True,True,Future Xeon 6700 P-core support committed.,unboxing,en,1,https://www.youtube.com/watch?v=94wLdxljTq0
2024,QCT,,QuantaGrid D55Q 2U,server,"QCT introduced the QuantaGrid D55Q 2U server with flexible 3.5-inch, 2.5-inch, and CXL E3.S 2T storage options. It supports multiple accelerators, positioning it for AI and HPC workloads.",,,announced,Quant grid d55 q2u it features flexible storage options include 3.5 in 2.5 in and the new cxle e3. s2t skew and also provides flexible Network options it can support up to four single width and three dual width accelerators optimized for AI and HPC workloads,0.84,real_new,True,True,Quote details QuantaGrid D55Q-2U features.,unboxing,en,1,https://www.youtube.com/watch?v=94wLdxljTq0
2024,QCT,,QuantaGrid D55X 1U,server,QCT introduced the QuantaGrid D55X 1U general-purpose server. It offers flexible storage and networking with PCIe Gen 5 expansion and OCP 3.0 slots for diverse workloads.,up to 3 PCI Gen 5 expansions,,announced,quad grid d55x oneu it features flexible storage options and also provides flexible Network options with up to 3 PCI Gen 5 expansions and two ocp 3.0 small form factor slots for diverse device support,0.83,real_new,True,True,Server model and expansion count supported,unboxing,en,1,https://www.youtube.com/watch?v=94wLdxljTq0
2024,QCT,,QuantaGrid S55R 1U,server,"QCT introduced the QuantaGrid S55R 1U server. The single-socket design emphasizes balanced compute, storage, and expanded networking using increased PCIe lanes.",,,announced,Quant Grid s55 or oneu it is designed with balanced architecture under one socket populated to support more Network expansions with the increased pcie Lanes,0.78,real_new,True,True,Specific QuantaGrid server described,unboxing,en,1,https://www.youtube.com/watch?v=94wLdxljTq0
2024,Renovus,,Renovus-MediaTek 6.4Tb co-packaged optics partnership,partnership,Renovus said it announced a partnership with MediaTek to develop a 6.4-terabit version of its optical engine technology. The partnership targets AI engines that connect multiple chips photonically for higher bandwidth scaling.,6.4 terbit,,announced,just this year we announced partnership with mediatech uh um and we're we're delighted to to have that partnership we develop a 6.4 terbit uh version of this,0.9,real_new,True,True,Partnership and 6.4Tb version are explicitly supported.,keynote_forum,en,1,https://www.youtube.com/watch?v=jHvwE2MHPU0
2024,Stability AI,,Stable Diffusion 3 Medium,software,Stability AI announced that Stable Diffusion 3 Medium will be released for download on June 12. The model is described as an optimized SD3 variant that can run fast on AMD MI300 and compact enough for Ryzen AI laptops.,June 12th,2024Q2,announced,today we're announcing that on June 12th we will release the stable diffusion 3 medium model for everyone to download,0.96,real_new,True,True,Private issuer; release date supported,keynote,en,2,https://www.youtube.com/watch?v=7NzvVcQjF6o
2024,Strong Wise Materials Tech,,Strong Wise handheld IR textile identification device,platform,"Strong Wise described a handheld IR-based device that identifies garment material composition rapidly, replacing a larger machine-based or manual burn-test process. This supports automated sorting of recycled textiles into polyester and blended-material streams.",,,announced,with this just a small device it can replace big machine big system quickly in two seconds to know what's the material on this garment,0.86,real_new,True,True,Concrete handheld textile ID device described.,keynote_forum,en,1,https://www.youtube.com/watch?v=6x581JzCx5w
2024,Strong Wise Materials Tech,,Strong Wise rPET pellets from textile waste,other,"Strong Wise presented a process that converts 100% polyester used garments or textile waste into rPET pellets for injection-molded plastic products. This creates a recycled-material feedstock for items such as sunglasses, IC trays and other plastic products.",,,announced,we can make this kind of TX waste or used garment into rpt padet,0.74,real_new,True,True,Concrete textile-waste to rPET capability.,keynote_forum,en,1,https://www.youtube.com/watch?v=6x581JzCx5w
2024,Strong Wise Materials Tech,,Strong Wise AI garment sorting system,platform,Strong Wise said it is working with partners on an AI-based system to identify and separate used garments by material and color for mass-production recycling. The system is positioned as part of its factory scaling plan for recycled textile materials.,,,announced,use this kind of system with AI we can separate all of this used common easily,0.71,real_new,True,True,AI garment separation system supported,keynote_forum,en,1,https://www.youtube.com/watch?v=6x581JzCx5w
2024,Supermicro,SMCI,Daily liquid-cooled rack production volume,server,Supermicro disclosed that it is already shipping more than 50 liquid-cooled racks per day. This gives investors a near-term production-rate datapoint for DLC adoption.,over 50 liquid cooled racks per day,,shipping,We are now already shipping a volume of over 50 liquid cooled racks per day,0.95,real_new,True,True,Quote directly supports stated rack shipment run-rate.,keynote,en,1,https://www.youtube.com/watch?v=BXUOkN6rLY8
2024,Supermicro,SMCI,DLC adoption target,roadmap,Supermicro committed to targeting rapid expansion of direct liquid cooling adoption in new data-center deployments. The goal is to move DLC from under 1% market share to a meaningful share of global new data-center builds within roughly a year.,15%,next 12 months,roadmap,we are targeting 15% of the global new data center development will be using our DLC Solutions in the next 12 months,0.94,real_new,True,True,15% DLC adoption target explicitly stated,keynote,en,1,https://www.youtube.com/watch?v=BXUOkN6rLY8
2024,Supermicro,SMCI,Two-week liquid-cooled rapid rack delivery,server,Supermicro extended its rapid rack delivery model to liquid-cooled rack solutions at scale. This is a concrete delivery-time commitment intended to remove a major barrier to DLC deployment.,,,announced,we're extending that same promise of two weeks to liquid cooling rack Solutions delivered at scale,0.93,real_new,True,True,Two-week liquid-cooled rack commitment supported.,keynote,en,1,https://www.youtube.com/watch?v=BXUOkN6rLY8
2024,Supermicro,SMCI,Direct Liquid Cooling rack-scale solution mass production,platform,"Supermicro said its direct liquid cooling rack-scale data-center solution is now in volume production for AI factories. The company positioned DLC as a lower-power, lower-cost alternative to air cooling for dense GPU clusters.","1,000 rack per month",,shipping,"we are shipping up to 1,000 rack per month now",0.91,real_new,True,True,Concrete DLC rack shipping rate disclosed.,keynote,en,1,https://www.youtube.com/watch?v=BXUOkN6rLY8
2024,Supermicro,SMCI,"5,000-rack monthly design and delivery capacity",server,Supermicro disclosed expanded rack-scale manufacturing capacity across its global footprint. The stated capacity supports larger AI and liquid-cooled data-center deployments.,"up to 5,000 R per month",,announced,"currently we had a capacity to design and delivery up to 5,000 R per month",0.91,real_new,True,True,Concrete rack delivery capacity disclosed.,keynote,en,1,https://www.youtube.com/watch?v=BXUOkN6rLY8
2024,Supermicro,SMCI,SuperCloud Composer data-center monitoring update,software,"Supermicro announced the latest iteration of SuperCloud Composer software, adding single-pane monitoring from GPU sensors through the liquid-cooling tower. This ties system management to its rack-scale DLC offering.",,,announced,our latest iteration is going to allow you in one single panel to look at monitor your entire data center from the chips in each one of these gpus with sensors all the way down to our liquid cooling tower all in one pane of glass,0.9,real_new,True,True,Latest Composer iteration adds data-center monitoring.,keynote,en,1,https://www.youtube.com/watch?v=BXUOkN6rLY8
2024,Supermicro,SMCI,DLC energy-savings claim,platform,Supermicro claimed its DLC rack solution can deliver significant operating-energy savings versus traditional air-cooled configurations. The company framed this as a key economic driver for AI data centers.,up to 40%,,announced,offering significant energy saving of up to 40%,0.9,real_new,True,True,Quote directly supports DLC savings claim.,keynote,en,1,https://www.youtube.com/watch?v=BXUOkN6rLY8
2024,Supermicro,SMCI,32-GPU versatile AI rack,server,"Supermicro introduced a 32-GPU rack configuration designed for deployment flexibility. It can support Nvidia H20, AMD MI300X, or Intel Gaudi accelerators and can be deployed in air-cooled or liquid-cooled data centers.",32 GPU,,announced,this is actually built for versatility a 32 GPU rack,0.88,real_new,True,True,32-GPU rack directly supported.,keynote,en,1,https://www.youtube.com/watch?v=BXUOkN6rLY8
2024,Supermicro,SMCI,Warm-water DLC system,platform,Supermicro detailed a warm-water direct liquid cooling system designed to remove most rack heat without traditional chilling. It supports higher rack density and redirects cooling energy toward compute.,up to 90%,,announced,our DLC Solutions efficiently utilize one water up to 45° C to dissipate heat up to 90% of the heat generated by a r through liquid cooling,0.87,real_new,True,True,Concrete DLC capability and percentage stated.,keynote,en,1,https://www.youtube.com/watch?v=BXUOkN6rLY8
2024,Supermicro,SMCI,Malaysia campus capacity expansion,other,"Supermicro announced that its new Malaysia campus will further expand server and rack production capacity. This supports worldwide data-center deployment demand, especially for AI infrastructure.",,,announced,our new Malaysia campus will further boost our already large capacity and support even more new business opportunity,0.84,real_new,True,True,New Malaysia campus capacity expansion described,keynote,en,1,https://www.youtube.com/watch?v=BXUOkN6rLY8
2024,Supermicro,SMCI,H14 AMD Turin platform,server,Supermicro said its H14 AMD Gen 5 Turin-based solution is ready for early deployment. This signals early customer availability for Supermicro systems based on AMD’s next-generation server CPUs.,,,sampling,h14 AMD Gen 5 touring base solution is also ready for early deployment,0.83,real_new,True,True,Supermicro ticker correct; H14 Turin readiness stated.,keynote,en,1,https://www.youtube.com/watch?v=BXUOkN6rLY8
2024,Supermicro,SMCI,X14 Intel Xeon 6 platforms,server,"Supermicro announced optimized X14 server platforms for Intel Xeon 6, including Sierra Forest and upcoming Granite Rapids-based platforms. This updates Supermicro’s CPU server portfolio for Intel’s next-generation data-center CPUs.",,,announced,we have just launched our new optimized x14 Intel gon 6 siaro Forest space and soon brain line rapid based platforms,0.79,real_new,True,True,X14 Xeon 6 launch explicitly stated.,keynote,en,1,https://www.youtube.com/watch?v=BXUOkN6rLY8
2024,Supermicro,SMCI,Hyper compact edge AI system,server,"Supermicro announced a new hyper-compact edge system for AI inferencing. The system integrates up to three double-width GPUs for retail, virtualization, self-checkout, and security workloads at the edge.",,,announced,our new exporting hyper compact system support AI inferencing by integrating up to three double with gpus,0.78,real_new,True,True,New Supermicro compact edge AI system,keynote,en,1,https://www.youtube.com/watch?v=BXUOkN6rLY8
2024,Taiwan Polymer Material Company,,TPMC Ultra Fast Flow tire-rubber recycling process,other,"A recycling process for waste tire rubber that claims to raise rubber activity rate and enable use in higher-value recycled rubber products. The company ties the process to future production lines, turnkey projects, and environmental certification milestones.","4,200 tons per per production line",2027,roadmap,"the production at capacity of 400 4,200 tons per per production line and a 60 Mees powder size",0.83,real_new,True,True,"Quote supports 4,200 tons per production line.",keynote_forum,en,1,https://www.youtube.com/watch?v=aSfg7kAITP4
2024,Transing Advanced Technology,,Intelligent Level Detector,other,"A wireless high-precision level sensor designed for semiconductor, precision machining, AOI, and electronics equipment positioning or condition-checking use cases. The company claims small size, remote data collection, and two-axis measurement capability.",0.001,,announced,our super high accuracy can reach four digit 0.001 even smaller,0.87,real_new,True,True,Concrete detector accuracy claim supported.,keynote_forum,en,1,https://www.youtube.com/watch?v=aSfg7kAITP4
2024,TrendForce,,HBM3E 12-high accelerator adoption forecast,memory,"TrendForce said 12-high HBM3E will be the key solution for 2025 AI accelerators, including Nvidia B200 and AMD MI350/MI375, with up to 288GB configurations. This highlights rising memory density requirements for next-generation AI GPUs.",288 gigabyte,2025,roadmap,for next year b200 they are adapting 12 High solution making their overall density to be 288 gigabyte up to 288 gigabyte,0.78,real_new,True,True,Concrete HBM capacity forecast stated,keynote_forum,en,1,https://www.youtube.com/watch?v=6x581JzCx5w
2024,UCLouvain,,OpenHub Student Labs,platform,"UCLouvain announced Student Labs at OpenHub, starting this year, bringing international students into company-facing prototyping and product-development work. The initiative is intended to give students industry experience while supporting Belgian companies with prototype development.",,,announced,every year and starting from this year we have students International students um from Texas ANM from Harvard from um tonai university as well and maybe next year I hope nycu that will come to openhub and help the engineers there prototype work and develop Pro um uh products for companies in Belgium,0.79,real_new,True,True,Concrete student OpenHub program starting this year.,keynote_forum,en,1,https://www.youtube.com/watch?v=M-3vdrCMENg
2024,Unitech,,EA660 5G rugged mobile computer,other,Unitech introduced the EA660 as part of its new 5G rugged mobile computer lineup. The device is positioned for industrial AIDC and enterprise data-collection workflows.,5G,,announced,this year unitech comes back to comput TX with our brand new 5G rugged mobile computers PA 768 EA 660 rt112 and iOS SL scanner SL 220,0.86,real_new,True,True,Quote names brand-new 5G rugged computers.,unboxing,en,1,https://www.youtube.com/watch?v=fkpdzUBbrfE
2024,Unitech,,RT112 5G rugged mobile computer,other,Unitech introduced the RT112 as one of its brand-new 5G rugged mobile computers. It expands the company’s rugged AIDC product lineup for enterprise and industrial use.,5G,,announced,this year unitech comes back to comput TX with our brand new 5G rugged mobile computers PA 768 EA 660 rt112 and iOS SL scanner SL 220,0.84,real_new,True,True,Quote supports brand-new 5G rugged devices.,unboxing,en,1,https://www.youtube.com/watch?v=fkpdzUBbrfE
2024,Unitech,,SL220 iOS scanner,other,Unitech introduced the SL220 as a new iOS scanner for barcode/data-capture applications. It complements the company’s rugged mobile-computing and AIDC portfolio.,,,announced,this year unitech comes back to comput TX with our brand new 5G rugged mobile computers PA 768 EA 660 rt112 and iOS SL scanner SL 220,0.84,real_new,True,True,Quote identifies new SL220 iOS scanner.,unboxing,en,1,https://www.youtube.com/watch?v=fkpdzUBbrfE
2024,Watsumi,,Watsumi decentralized biological wastewater treatment modules,platform,"A modular on-site biological wastewater-treatment system for small and medium food and beverage companies, using microbial reactors with electrodes to treat concentrated organic waste and recover energy. The business model includes leasing or selling turnkey modules plus monitoring services.",8 to 12 hours to 2 days,,shipping,generally speaking it's within a few hours so of 8 to 12 hours to 2 days,0.88,real_new,True,True,Concrete wastewater solution; treatment-time range quoted.,keynote_forum,en,1,https://www.youtube.com/watch?v=aSfg7kAITP4
2024,Wiwynn,6669.TW,Wiwynn GB200 NVL72 rack solution,server,Wiwynn presented a GB200 NVL72 rack solution as part of its cloud AI infrastructure lineup for hyperscale data centers. The rack integrates 36 Grace CPUs and 72 Blackwell GPUs connected by NVLink in a liquid-cooled rack-scale architecture.,72 Blackwell GPU,,announced,hi this jper from win win win win as an important partner for NVIDIA I proudly present the air R solution gb2 200 M72,0.82,real_new,True,False,"NVL72 named, but GPU count not stated.",computour,en,1,https://www.youtube.com/watch?v=WMFnVOH8mEc
2025,A Robot,,A Robot Ellis humanoid robot,other,"A Robot announced Ellis, a 1.6-meter, 45-kilogram bipedal humanoid robot aimed at manufacturing and SME industrial use cases. The company targets a $37,000 price point and market entry in 2027 after proof-of-concept work with partners.",37k US,2027,roadmap,Target price of humanoid LS is 37k US.,0.9,real_new,True,True,Humanoid target price is quoted,keynote_forum,en,1,https://www.youtube.com/watch?v=9bxbG8_Gx7Q
2025,ADATA Technology,,Trusta brand,platform,ADATA introduced Trusta as a new brand focused on data storage for the AI era. The booth positioned Trusta around enterprise/data-center SSD products for AI infrastructure.,,,announced,Welcome to Trusta. It's a new brand created by a data.,0.92,real_new,True,True,Quote says new ADATA-created brand.,computour,en,1,https://www.youtube.com/watch?v=FJxLqjoWHTY
2025,Advantech,2395.TW,Advantech Robotic Suite,software,"Advantech introduced a robotic software suite for rapid development of robot applications, with pre-integrated support for multiple silicon-vendor SDKs and standardized sensor nodes. It is designed to work with Advantech edge AI platforms to accelerate robot deployment.",,,announced,That's where we that's why we offer this robotic suite for uh rapid development of robotic applications.,0.92,real_new,True,True,Concrete robotic suite offering described.,keynote_forum,en,1,https://www.youtube.com/watch?v=mMyOp1sQ4mk
2025,Advantech,2395.TW,Building Blocks for Robotic Solutions,platform,"Advantech announced a modular program for robotics deployments spanning decision-making, sensing, and motion-control building blocks. The platform is intended to help customers assemble robot systems more quickly using edge AI components.",,,announced,Therefore to serve this industry we establish a program called building blocks for robotic solutions.,0.9,real_new,True,True,Concrete robotics solutions program established,keynote_forum,en,1,https://www.youtube.com/watch?v=mMyOp1sQ4mk
2025,Advantech,2395.TW,Autonomous System and Robotics (ASMR) business unit,other,Advantech said it has established an internal Autonomous System and Robotics unit to serve the robotics industry. This signals a dedicated organizational push around edge AI robotics applications.,,,announced,"Within Evant Tech, we has uh we have established a unit called autonomous system and robotics short for ASMR.",0.88,real_new,True,True,ASMR unit establishment explicitly stated,keynote_forum,en,1,https://www.youtube.com/watch?v=mMyOp1sQ4mk
2025,Advantech,2395.TW,Advantech edge-to-server LLM computing portfolio,platform,Advantech announced a portfolio of on-prem/offline LLM systems spanning edge boxes to server-class compute. The portfolio is aimed at enterprises developing and fine-tuning their own local AI models.,"3,000 tops",,announced,"So, from 100 TS to 3,000 tops, we provide a comprehensive solution.",0.78,real_new,True,True,Advantech portfolio and TOPS range supported,keynote_forum,en,1,https://www.youtube.com/watch?v=dO3vut_1iow
2025,Advantech,2395.TW,Advantech Solution Pilot packages,software,"Advantech introduced Solution Pilot packages to accelerate edge-AI deployment by bundling sensors, SDKs, topology, SOPs and example applications. The initial set includes Edge Agent, AI Robot/AMR, AI Surveillance/MVR, and AI Industrial/IGS-style solutions.",,,GA,"we based on this idea we come out four solution pilots the first one we so called H agent Okay, it's kind of the drop drop drop uh drag and drop solution.",0.76,real_new,True,True,Four solution pilots introduced,keynote_forum,en,1,https://www.youtube.com/watch?v=dO3vut_1iow
2025,AE6 Studios,,Ikigai Launchpad,platform,"AE6 Studios described Ikigai Launchpad as an accelerator for very early-stage founders that provides capital plus training, coaching, and investor matching. The program uses a SAFE-style investment model and targets early product-market-fit and fundraising preparation.",100K USD,,GA,"Uh, it's an accelerator program that we invest in 100K USD and to support the funders in early stage to navigate their business model, right?",0.82,real_new,True,True,Accelerator and 100K investment explicitly stated.,keynote_forum,en,1,https://www.youtube.com/watch?v=19aqydjW4EA
2025,Applied Quantum Materials,,Applied Quantum Materials nanolithography polymer for 7 nm features,memory,"Applied Quantum Materials highlighted its silicon-based polymer materials for photolithography, showing 7 nm feature lines and a roadmap to EUV and 2 nm feature sizes. The material platform targets advanced semiconductor patterning applications.",7 nanometer feature lines,,announced,What we're showing is 7 nanometer feature lines that are clear as day.,0.79,real_new,True,True,7 nm feature-line demo explicitly supported.,keynote_forum,en,1,https://www.youtube.com/watch?v=dLdQJKLVhvU
2025,Applied Quantum Materials,,Applied Quantum Materials moldable solid-state battery,other,"Applied Quantum Materials said it has created a moldable solid-state battery with no lithium, cobalt, toxic materials, or heavy metals. The battery is positioned as a next-generation storage technology made from common materials.",,,announced,"That little blue thing there, that is a moldable solid state battery that has no lithium in it, no cobalt, there's no toxic materials, there's no heavy metals.",0.77,real_new,True,True,Concrete battery technology described,keynote_forum,en,1,https://www.youtube.com/watch?v=dLdQJKLVhvU
2025,ARM,ARM,KleidiAI SME support,software,ARM said it has been adding SME support into its AI software library so frameworks can automatically benefit from upcoming hardware on day one. This is important for reducing developer friction and unlocking AI acceleration across existing frameworks.,,near future,announced,"And although I mentioned that we announced Clyde last year at Computex, over the last nine months or so, we've been adding support forme into it.",0.76,real_new,True,True,New SME support added to KleidiAI,forum,en,1,https://www.youtube.com/watch?v=ULdQidYDOVE
2025,ASPEED Technology Inc.,,Kupler 360 platform,platform,"ASPEED introduced Kupler 360, an immersive vision platform integrating camera hardware and software with AI, IoT, and digital twin applications. The platform is positioned for smart manufacturing, smart city, and immersive entertainment use cases.",,,announced,Kupler 360 is an innovative platform that provides real-time immersive vision that can be integrated with various AI solutions and IoT systems and many other types of applications.,0.92,real_new,True,True,Concrete platform described.,computour,en,1,https://www.youtube.com/watch?v=7ohTRfkukzU
2025,ASUS,2357.TW,ASUS Infrastructure Deployment Center (AIDC),software,ASUS presented AIDC as management software for AI data center deployment automation. It is intended to help clients accelerate deployment and reduce total cost of ownership.,,,announced,"So you will see the AIDC, the ASUS infrastructure deployment center.",0.85,real_new,True,True,AIDC is explicitly named as ASUS offering.,keynote_forum,en,1,https://www.youtube.com/watch?v=MFXLFXg5niU
2025,Auras / RS Technology,,Liquid-to-liquid and liquid-to-air CDU development,other,"Auras/RS said it is developing new CDU components, including liquid-to-liquid and liquid-to-air cooling units, for future AI data-center requirements. The company positioned liquid-to-air as transitional and liquid-to-liquid as the eventual long-term architecture.",,,announced,We are now developing different liquid to liquid CDU and liquid to air.,0.82,real_new,True,True,CDU development work explicitly stated.,keynote_forum,en,1,https://www.youtube.com/watch?v=-adx9-NycXE
2025,"AURAS Technology Co., Ltd.",,AI rack manifold with pressure and leakage sensors,platform,AURAS showcased an AI rack manifold upgraded with pressure and leakage sensors. The design can isolate a leaking chain rather than shutting down the entire cooling system.,,,announced,"And compared to the traditional one, we add a bulva pressure sensor and the leakage sensor.",0.86,real_new,True,True,Quote supports added pressure and leakage sensors,computour,en,1,https://www.youtube.com/watch?v=ifZuMQAeORw
2025,"AURAS Technology Co., Ltd.",,Advanced liquid cooling system for AI/data centers,platform,"AURAS showcased an advanced liquid cooling system aimed at computing, AI, automotive, and data-center applications. The booth configuration included IT racks, liquid-to-air sidecars, and building manifold integration for resilient operation.",,,announced,This year we will show advanced liquid system.,0.83,real_new,True,True,Quote supports showing advanced liquid cooling system,computour,en,1,https://www.youtube.com/watch?v=ifZuMQAeORw
2025,Authent,,Authent metal lens for PIC fiber alignment,networking,"Authent announced a metal-lens component intended to improve optical alignment tolerance between 2D fiber arrays and photonic integrated circuits. The company targets launch in early 2026, positioning it as a manufacturability enabler for CPO and optical I/O.",early 2026,2026Q1,roadmap,Metal lens has tried to resolve the mass production of the uh 2D fiber array to the pick and we are aiming to launch early 2026 and iOS arctic could greatly reduce the energy consumption and this is our solution for the nextG CPO and we dedicate to the market of AICPO and optical interconnections.,0.86,real_new,True,True,Launch timing and PIC lens supported,keynote_forum,en,1,https://www.youtube.com/watch?v=9bxbG8_Gx7Q
2025,Authent,,Authent ELS for CPO mass production,networking,Authent announced its external laser source product for CPO is entering mass production this year. The ELS is positioned as a key light-source component for optical engines in AI data-center switching and CPO systems.,,2025,shipping,Uh this is a Nvidia's quantum switch and external laser source providing the light source to the optical engine and EOS is our current product and we are now entering mass production this years and for the m fiber array unit serve as the um enable multi- chain of the optical IO's liource into the uh PIC however the current uh bottlenecks for mass production is having the uh alignments of the optical fiber uh fiber array to the PIC.,0.83,real_new,True,True,Quote supports ELS entering mass production this year,keynote_forum,en,1,https://www.youtube.com/watch?v=9bxbG8_Gx7Q
2025,Authent,,Authent 1.6T silicon-photonics optical transceiver,networking,Authent said it is developing a CPO-based silicon-photonics 1.6T optical transceiver. This matters as a higher-bandwidth optical interconnect product for AI and data-center applications.,1.6T,2H25,roadmap,We now have 400G and 800G uh optical transceiver and we are now working on a cipher based silic uh 1.6T optical transceiver that will come up the second half of this year and for the AIGU we have silicon fodonic couplings and we have metal structures as well as the ELS module supporting for the CPU architecture and so this is the actual product applications.,0.82,real_new,True,True,1.6T transceiver roadmap explicitly stated.,keynote_forum,en,1,https://www.youtube.com/watch?v=9bxbG8_Gx7Q
