video_id,year,series,series_name,title,brands,url
3MYVfci_w1o,2024,featured,Featured Product,【Featured Product】QCT Systems Based on the NVIDIA MGX™ Architecture - Official Overview,NVIDIA,https://www.youtube.com/watch?v=3MYVfci_w1o
S1qZeoU__KU,2024,featured,Featured Product,【Featured Product】Revolutionary Lidar Test Solution,,https://www.youtube.com/watch?v=S1qZeoU__KU
cEsUCoUkYug,2024,featured,Featured Product,【Featured Product】Revolutionizing Automotive Manufacturing with 5G and AI,,https://www.youtube.com/watch?v=cEsUCoUkYug
nsaUdoezM7E,2024,featured,Featured Product,【Featured Product】SPATIUM M580 PCIe 5.0 NVMe M.2 FROZR - CHARGE AHEAD WITH SPEED,,https://www.youtube.com/watch?v=nsaUdoezM7E
LEKSUSUej-s,2024,featured,Featured Product,【Featured Product】See-Through ADAS,,https://www.youtube.com/watch?v=LEKSUSUej-s
GYIiIlWAJL0,2024,featured,Featured Product,【Featured Product】Silent Wings (Pro) 4 White | No compromise silence & performance,,https://www.youtube.com/watch?v=GYIiIlWAJL0
jSkjEGkDIvA,2024,featured,Featured Product,【Featured Product】Swift Go AI PC – The Bridesmaid | We Got You | Acer,Acer,https://www.youtube.com/watch?v=jSkjEGkDIvA
-MSAWMgaU-c,2024,featured,Featured Product,"【Featured Product】Switch, Create and Excel with ATEN Duo Flex 2-Port 4K DisplayPort KVM Switch",ATEN,https://www.youtube.com/watch?v=-MSAWMgaU-c
khH20vGFkUg,2024,featured,Featured Product,【Featured Product】T-CREATE CinemaPr P31 Portable External SSD,,https://www.youtube.com/watch?v=khH20vGFkUg
9m9JxsRr4SE,2024,featured,Featured Product,"【Featured Product】TagAccess-Powerful RFID application for Android, iOS, and Windows",,https://www.youtube.com/watch?v=9m9JxsRr4SE
yUrNJzIP_cs,2024,featured,Featured Product,【Featured Product】Technological Design Power to Upgrade Industries | TDRI,,https://www.youtube.com/watch?v=yUrNJzIP_cs
4fKmhk9utu4,2024,featured,Featured Product,【Featured Product】The AI Tools for Designers,,https://www.youtube.com/watch?v=4fKmhk9utu4
xpTImV2snns,2024,featured,Featured Product,【Featured Product】Titan 18 Product Video,,https://www.youtube.com/watch?v=xpTImV2snns
LIN6x_wKJSE,2024,featured,Featured Product,【Featured Product】Transcend ESD410C Portable SSD. Made for High Speeds. Built to Endure,Transcend,https://www.youtube.com/watch?v=LIN6x_wKJSE
ipy76t9j2NY,2024,featured,Featured Product,【Featured Product】Unitech AIDC Technology Innovation Tour,,https://www.youtube.com/watch?v=ipy76t9j2NY
lX70Mw91fsA,2024,featured,Featured Product,【Featured Product】Unitech MS852P Wireless 2D Imager Scanner,,https://www.youtube.com/watch?v=lX70Mw91fsA
0-7OkRVeWq8,2024,featured,Featured Product,【Featured Product】Unitech PA768 5G Rugged Touch Computer,,https://www.youtube.com/watch?v=0-7OkRVeWq8
OiRvmoBtnIg,2024,featured,Featured Product,【Featured Product】Unitech RT112 5G Enterprise Tablet,,https://www.youtube.com/watch?v=OiRvmoBtnIg
D_7S0uHJobI,2024,featured,Featured Product,【Featured Product】Unitech SL220 iOS Sled Scanner,,https://www.youtube.com/watch?v=D_7S0uHJobI
lHRriwu3Jmk,2024,featured,Featured Product,【Featured Product】Unveiling the CORE Ergonomic Gaming Chair_ Cutting-edge Comfort,,https://www.youtube.com/watch?v=lHRriwu3Jmk
tGVg036cVrs,2024,featured,Featured Product,"【Featured Product】WMP2157 21.5"" Medical Premium Windows Touch Panel PC",,https://www.youtube.com/watch?v=tGVg036cVrs
msk0iBMIAfE,2024,featured,Featured Product,【Featured Product】Wonderful Hi-Tech_Direct Burial Cable,,https://www.youtube.com/watch?v=msk0iBMIAfE
EYmKq0vY4DM,2024,featured,Featured Product,【Featured Product】j-mex Moxi Smart Mo-Cap Suit,,https://www.youtube.com/watch?v=EYmKq0vY4DM
wo4-ePoalAg,2024,featured,Featured Product,【Featured Product】“Hacking” a Car at Block Harbor Cybersecurity,,https://www.youtube.com/watch?v=wo4-ePoalAg
7MN7x-SmMGo,2024,forum,Forum,COMPUTEX 2024 Forum 0~4 | Morning Session,,https://www.youtube.com/watch?v=7MN7x-SmMGo
4OSRxSDLOcc,2024,forum,Forum,COMPUTEX 2024 Forum 5~9 | Afternoon Session,,https://www.youtube.com/watch?v=4OSRxSDLOcc
PSRNVvjy0qE,2024,general,General / recap,COMPUTEX 2024 : Vision of Future Technology,,https://www.youtube.com/watch?v=PSRNVvjy0qE
AeRw9UMJJfU,2024,general,General / recap,COMPUTEX 2024: Create the Revolution,,https://www.youtube.com/watch?v=AeRw9UMJJfU
P7gqd9umWeQ,2024,general,General / recap,COMPUTEX 2024: The Magnetic Tech Fest,,https://www.youtube.com/watch?v=P7gqd9umWeQ
rq7qGqcFYFc,2024,general,General / recap,COMPUTEX 2025 - Are You Ready?,,https://www.youtube.com/watch?v=rq7qGqcFYFc
_LveKihTwuk,2024,general,General / recap,"【COMPUTEX 2024】 Sustainable Design Award - From us, to Earth",,https://www.youtube.com/watch?v=_LveKihTwuk
2YhhlILicgA,2024,general,General / recap,"【COMPUTEX 2024】AI, Trends, and Future - Full Event Highlights",,https://www.youtube.com/watch?v=2YhhlILicgA
BbCau1dsGVs,2024,general,General / recap,【COMPUTEX 2024】Global Technology Fest - First-Hand Interview from YouTubers,,https://www.youtube.com/watch?v=BbCau1dsGVs
OfNUp00GDdc,2024,general,General / recap,【COMPUTEX 2024】Looking at the Next Steps of Taiwan’s ICT Industry from COMPUTEX Forum Highlight,,https://www.youtube.com/watch?v=OfNUp00GDdc
wJpk8AlQD0o,2024,general,General / recap,【COMPUTEX 2024】Looking at the Next Steps of Taiwan’s ICT Industry from COMPUTEX Forum Recap,,https://www.youtube.com/watch?v=wJpk8AlQD0o
eIrOctGDeCs,2024,general,General / recap,【COMPUTEX2024 Preview】Welcoming the AI PC Era Forum Highlight,,https://www.youtube.com/watch?v=eIrOctGDeCs
-q_vOhp48Hc,2024,general,General / recap,【COMPUTEX2024】Welcoming the AI PC Era Forum Recap,,https://www.youtube.com/watch?v=-q_vOhp48Hc
ieTz3W7NqFs,2024,highlight,Highlights,COMPUTEX 2024 Day 2 Highlights: Top Tech Unveils and Exciting Innovations!,,https://www.youtube.com/watch?v=ieTz3W7NqFs
EAu-YPpiltI,2024,highlight,Highlights,COMPUTEX 2024 Day 3 Highlights: Must-See Innovations and Breakthroughs!,,https://www.youtube.com/watch?v=EAu-YPpiltI
XvGI_W7uCYw,2024,highlight,Highlights,COMPUTEX 2024 Explosive Start: Unforgettable Highlights from Day 0 & Day 1!,,https://www.youtube.com/watch?v=XvGI_W7uCYw
-d1fRPx06R8,2024,highlight,Highlights,COMPUTEX 2024 Guided Tour Highlights✨,,https://www.youtube.com/watch?v=-d1fRPx06R8
RgSdIZFhGeA,2024,highlight,Highlights,COMPUTEX 2024: A Speeded-Up Look at the Future,,https://www.youtube.com/watch?v=RgSdIZFhGeA
MsmELEpf18Y,2024,highlight,Highlights,COMPUTEX 2024: Exclusive Behind-the-Scenes Look!,,https://www.youtube.com/watch?v=MsmELEpf18Y
kWfQPFMPtQc,2024,highlight,Highlights,"The amazing feedback from Cedrus, the visiting company from Hungary about Taiwan and COMPUTEX!",,https://www.youtube.com/watch?v=kWfQPFMPtQc
QKM7IslTcKw,2024,highlight,Highlights,"The amazing feedback from Energotest, the visiting company from Hungary about Taiwan and COMPUTEX!",,https://www.youtube.com/watch?v=QKM7IslTcKw
iiRie4LmiaA,2024,keynote,Keynote,COMPUTEX 2024 Keynote: Delta,Delta,https://www.youtube.com/watch?v=iiRie4LmiaA
7NzvVcQjF6o,2024,keynote,Keynote,COMPUTEX 2024 Keynote: Global Press Conference and AMD Opening Keynote,AMD,https://www.youtube.com/watch?v=7NzvVcQjF6o
2nZg3v7h0kU,2024,keynote,Keynote,COMPUTEX 2024 Keynote: Intel,Intel,https://www.youtube.com/watch?v=2nZg3v7h0kU
wxMh8TH7OF8,2024,keynote,Keynote,COMPUTEX 2024 Keynote: MediaTek,MediaTek,https://www.youtube.com/watch?v=wxMh8TH7OF8
JsOKCjlqBPU,2024,keynote,Keynote,COMPUTEX 2024 Keynote: NXP,,https://www.youtube.com/watch?v=JsOKCjlqBPU
BXUOkN6rLY8,2024,keynote,Keynote,COMPUTEX 2024 Keynote: Supermicro,Supermicro,https://www.youtube.com/watch?v=BXUOkN6rLY8
UHGVlTkAzjo,2024,keynote,Keynote,COMPUTEX 2024 Relive the Magic: Best Moments from Keynote!,,https://www.youtube.com/watch?v=UHGVlTkAzjo
hacsIEjTZiM,2024,keynote_forum,Keynote/Forum,COMPUTEX 2024 Pre-Show Event – Advancing Tech with Cutting Edge Energy Storage Systems Forum,,https://www.youtube.com/watch?v=hacsIEjTZiM
UkX3EMBE7yI,2024,keynote_forum,Keynote/Forum,Global Press Conference and AMD Opening Keynote,AMD,https://www.youtube.com/watch?v=UkX3EMBE7yI
rbUgaurTGu4,2024,keynote_forum,Keynote/Forum,InnoVEX 2024 Opening Ceremony,,https://www.youtube.com/watch?v=rbUgaurTGu4
pVdVE8pK254,2024,keynote_forum,Keynote/Forum,InnoVEX 2024 Pitch Contest - Award Ceremony,,https://www.youtube.com/watch?v=pVdVE8pK254
aSfg7kAITP4,2024,keynote_forum,Keynote/Forum,InnoVEX 2024 Pitch Contest Finals,,https://www.youtube.com/watch?v=aSfg7kAITP4
nrobI-U4RPA,2024,keynote_forum,Keynote/Forum,【COMPUTEX 2024 Preview】AUO : ALL Around Intelligent Plant Management,AUO,https://www.youtube.com/watch?v=nrobI-U4RPA
p51BF2NPktY,2024,keynote_forum,Keynote/Forum,【COMPUTEX 2024 Preview】Delta Energy: Exploring New Opportunities for Green Energy In Taiwan,Delta,https://www.youtube.com/watch?v=p51BF2NPktY
U_2rOiUsdY8,2024,keynote_forum,Keynote/Forum,【COMPUTEX 2024 Preview】ITRI：Technology trend and application of energy storage systems,ITRI,https://www.youtube.com/watch?v=U_2rOiUsdY8
XBZJi5i-ecA,2024,keynote_forum,Keynote/Forum,【COMPUTEX 2024 Trend Exploration Forum】Enhance Industrial Competitiveness with AI PC Integration,,https://www.youtube.com/watch?v=XBZJi5i-ecA
ZWOV6hQFxQs,2024,keynote_forum,Keynote/Forum,【COMPUTEX 2024 Trend Exploration Forum】Google: The Current State and Future of AI: AI for Everyone,Google,https://www.youtube.com/watch?v=ZWOV6hQFxQs
AsQ1swV9XgU,2024,keynote_forum,Keynote/Forum,【COMPUTEX 2024 Trend Exploration Forum】Intel Taiwan: Unleash AI Everywhere,Intel,https://www.youtube.com/watch?v=AsQ1swV9XgU
Gtgi8KU7png,2024,keynote_forum,Keynote/Forum,【COMPUTEX 2024 Trend Exploration Forum】Kneron: NPU Makes Personalized GPT Possible,,https://www.youtube.com/watch?v=Gtgi8KU7png
QKYomWAcazU,2024,keynote_forum,Keynote/Forum,【COMPUTEX 2024 Trend Exploration Forum】MIC: Global Trends and Ecosystem Development of AI PCs,,https://www.youtube.com/watch?v=QKYomWAcazU
7TwgKrldcMc,2024,keynote_forum,Keynote/Forum,【COMPUTEX 2024 Trend Exploration Forum】Qualcomm: Enabling Intelligent Computing Everywhere,Qualcomm,https://www.youtube.com/watch?v=7TwgKrldcMc
uktFddPCLDo,2024,keynote_forum,Keynote/Forum,【COMPUTEX 2024】Looking at the Next Steps of Taiwan’s ICT Industry from COMPUTEX Forum (CH Version),,https://www.youtube.com/watch?v=uktFddPCLDo
ga2MnOlVilI,2024,keynote_forum,Keynote/Forum,【COMPUTEX 2024】Looking at the Next Steps of Taiwan’s ICT Industry from COMPUTEX Forum (CH Version),,https://www.youtube.com/watch?v=ga2MnOlVilI
BfzpPEjmpaU,2024,keynote_forum,Keynote/Forum,【COMPUTEX 2024】Looking at the Next Steps of Taiwan’s ICT Industry from COMPUTEX Forum (Eng Version),,https://www.youtube.com/watch?v=BfzpPEjmpaU
0JGRtEa42GA,2024,keynote_forum,Keynote/Forum,【COMPUTEX 2024】Looking at the Next Steps of Taiwan’s ICT Industry from COMPUTEX Forum (Eng Version),,https://www.youtube.com/watch?v=0JGRtEa42GA
ugiirLtg3HM,2024,keynote_forum,Keynote/Forum,【COMPUTEX 2024】Looking at the Next Steps of Taiwan’s ICT Industry from COMPUTEX Forum: Albert Liu,,https://www.youtube.com/watch?v=ugiirLtg3HM
mbPRLNYqxTs,2024,keynote_forum,Keynote/Forum,【COMPUTEX 2024】Looking at the Next Steps of Taiwan’s ICT Industry from COMPUTEX Forum: Jerry Kao,,https://www.youtube.com/watch?v=mbPRLNYqxTs
b48bo2G8JFg,2024,keynote_forum,Keynote/Forum,【COMPUTEX 2024】Looking at the Next Steps of Taiwan’s ICT Industry from COMPUTEX Forum: Johnny Chen,,https://www.youtube.com/watch?v=b48bo2G8JFg
eFSFGLxcm84,2024,keynote_forum,Keynote/Forum,【COMPUTEX 2024】Looking at the Next Steps of Taiwan’s ICT Industry from COMPUTEX Forum: Kevin Lee,,https://www.youtube.com/watch?v=eFSFGLxcm84
xoMRSx_Ozws,2024,keynote_forum,Keynote/Forum,【COMPUTEX 2024】Looking at the Next Steps of Taiwan’s ICT Industry from COMPUTEX Forum: Liang Su,,https://www.youtube.com/watch?v=xoMRSx_Ozws
ERhjhZyI358,2024,keynote_forum,Keynote/Forum,【COMPUTEX 2024】Looking at the Next Steps of Taiwan’s ICT Industry from COMPUTEX Forum: TH Tung,,https://www.youtube.com/watch?v=ERhjhZyI358
0hyxX98WYQU,2024,keynote_forum,Keynote/Forum,【COMPUTEX 2024】MIC: Looking at the Next Steps of Taiwan’s ICT Industry from COMPUTEX,,https://www.youtube.com/watch?v=0hyxX98WYQU
yHWs0wvQ1pQ,2024,keynote_forum,Keynote/Forum,【COMPUTEX2024 Preview】HDRE: Intergrated Application of Convenience Stores and Energy Storage Systems,,https://www.youtube.com/watch?v=yHWs0wvQ1pQ
gsDJcZXDpIM,2024,keynote_forum,Keynote/Forum,【COMPUTEX2024 Preview】Welcoming the AI PC Era Forum_Full Version (Chinese),,https://www.youtube.com/watch?v=gsDJcZXDpIM
lvSyYMpLhmQ,2024,keynote_forum,Keynote/Forum,【COMPUTEX2024 Preview】Welcoming the AI PC Era Forum_Full Version (English),,https://www.youtube.com/watch?v=lvSyYMpLhmQ
MnMFJMNbQJE,2024,keynote_forum,Keynote/Forum,【InnoVEX Forum】AI Kickoff Journey Forum,,https://www.youtube.com/watch?v=MnMFJMNbQJE
sHG5vREkluE,2024,keynote_forum,Keynote/Forum,【InnoVEX Forum】AITA Forum-Driving Innovation with AI on Chips,,https://www.youtube.com/watch?v=sHG5vREkluE
jHvwE2MHPU0,2024,keynote_forum,Keynote/Forum,【InnoVEX Forum】Exploring the Future of AI Forum,,https://www.youtube.com/watch?v=jHvwE2MHPU0
6x581JzCx5w,2024,keynote_forum,Keynote/Forum,【InnoVEX Forum】GreenAI Nexus: Where Green Tech Meets AI,,https://www.youtube.com/watch?v=6x581JzCx5w
mehJ0kyzb18,2024,keynote_forum,Keynote/Forum,【InnoVEX Forum】How can Taiwan's new economy become a key force for the future,,https://www.youtube.com/watch?v=mehJ0kyzb18
kpCksy-TWI4,2024,keynote_forum,Keynote/Forum,【InnoVEX Forum】IC TAIWAN GRAND CHALLENGE,,https://www.youtube.com/watch?v=kpCksy-TWI4
6fKU3Y3s1hY,2024,keynote_forum,Keynote/Forum,【InnoVEX Forum】Leveraging AI to Accelerate Sustainable Future Opportunities,,https://www.youtube.com/watch?v=6fKU3Y3s1hY
NqDU7wA6msg,2024,keynote_forum,Keynote/Forum,【InnoVEX Forum】Navigating Sovereign AI: Building Artificial Intelligence for Global Impact,,https://www.youtube.com/watch?v=NqDU7wA6msg
M-3vdrCMENg,2024,keynote_forum,Keynote/Forum,【InnoVEX Forum】Taiwan-Belgium（Wallonia）Innovation Forum,,https://www.youtube.com/watch?v=M-3vdrCMENg
9ZBGgR3j0U4,2024,keynote_forum,Keynote/Forum,【InnoVEX Forum】Toward the EV Era Forum,,https://www.youtube.com/watch?v=9ZBGgR3j0U4
fXnW4zyGTHw,2024,kol,Creator / KOL,Aesthetic PC Cases That Don't Break The Bank!⚡Gamdias Computex 2024 Showcase,Gamdias,https://www.youtube.com/watch?v=fXnW4zyGTHw
5c0IN6-qGWc,2024,kol,Creator / KOL,BIG VLOG! กระทบไหล่ Jensen NVIDIA / Lisa AMD ลุย Computex 2024! พาดู AI สร้างโลกจำลองป้องกันอันตราย!,AMD;NVIDIA,https://www.youtube.com/watch?v=5c0IN6-qGWc
-HRooRCCCW4,2024,kol,Creator / KOL,COMPUTEX 2024 ประตูสู่ยุคใหม่ กับโลกเทคโนโลยีที่ขับเคลื่อนด้วย AI | iHAVECPU,,https://www.youtube.com/watch?v=-HRooRCCCW4
XJu0JlJSdZQ,2024,kol,Creator / KOL,"Kiểm chứng 3 sản phẩm ""Best Choice"" tại triển lãm PC lớn nhất thế giới",,https://www.youtube.com/watch?v=XJu0JlJSdZQ
2o7XgQkGsrg,2024,kol,Creator / KOL,Little known about these products: Interesting/unique is the word to describe it!,,https://www.youtube.com/watch?v=2o7XgQkGsrg
oaxX25iiqlo,2024,kol,Creator / KOL,"My Computex Taiwan Trip (Part 1) - New Gadgets, AI, GPU, Laptops & more!",,https://www.youtube.com/watch?v=oaxX25iiqlo
KYrXfMiHRds,2024,kol,Creator / KOL,Navigating COMPUTEX 2024: A Tech Vlogger's Insight,,https://www.youtube.com/watch?v=KYrXfMiHRds
yWjjKn8uX_w,2024,kol,Creator / KOL,Noctua has released a new cooler / Computex 2024,Noctua,https://www.youtube.com/watch?v=yWjjKn8uX_w
2NfAM5khQR0,2024,kol,Creator / KOL,"Protect Your 2.5G, Gen4, WiFi 7 Smart Car.... OBVIOUSLY #realtek",Realtek,https://www.youtube.com/watch?v=2NfAM5khQR0
2wjxjm2Ue0w,2024,kol,Creator / KOL,Rangkuman Computex 2024 : 'Overdosis' AI (dan TOPS),,https://www.youtube.com/watch?v=2wjxjm2Ue0w
40xErHxDegM,2024,kol,Creator / KOL,"Tham dự COMPUTEX 2024, vinh dự gặp CEO AMD!",AMD,https://www.youtube.com/watch?v=40xErHxDegM
osa8C05jMYE,2024,kol,Creator / KOL,Yuk datang ke Computex 2024 tanggal 4-7 Juni 2024 ini,,https://www.youtube.com/watch?v=osa8C05jMYE
UTXIiHVvkj0,2024,kol,Creator / KOL,พี่เปาไปเยือนงาน Computex 2024 เปิดตัวฮาร์ดแวร์เทพ ของใหม่เพียบ !! | iHAVECPU,,https://www.youtube.com/watch?v=UTXIiHVvkj0
_vDD7_Zh_WE,2024,kol,Creator / KOL,【台北取材レポート】台北に到着しました。珍しいちょっとグルメ動画と、COMPUTEX 2024 Keynote Day1をお届けします,,https://www.youtube.com/watch?v=_vDD7_Zh_WE
mNa1JV1v56M,2024,kol,Creator / KOL,【革命的新CPU登場】COMPUTEX 2024 Day2をお届けします。各種のAI対応新CPUを搭載した新製品が大挙登場。ミニPCやキーボードなどの新製品も見て行きましょう,,https://www.youtube.com/watch?v=mNa1JV1v56M
hepc1usxOSE,2024,riscv,RISC-V Taipei Day,"【2024 RISC-V Taipei Day, DVCon Taiwan 2024】Reshape the Future with AI Event Highlight",,https://www.youtube.com/watch?v=hepc1usxOSE
6KgGc3jEZ48,2024,riscv,RISC-V Taipei Day,【RISC-V Taipei Day 2024】Architecture of Choice for AI,,https://www.youtube.com/watch?v=6KgGc3jEZ48
FTFY9wSbr7A,2024,riscv,RISC-V Taipei Day,【RISC-V Taipei Day 2024】Empowering AI Innovation with Customized and Open-Source RISC-V Processors,,https://www.youtube.com/watch?v=FTFY9wSbr7A
Kz_6wQop8ws,2024,riscv,RISC-V Taipei Day,【RISC-V Taipei Day 2024】Empowering RISC-V Software,,https://www.youtube.com/watch?v=Kz_6wQop8ws
BKFWZ078JKQ,2024,riscv,RISC-V Taipei Day,【RISC-V Taipei Day 2024】Leveraging RISC-V Solutions for Intelligence Everywhere,,https://www.youtube.com/watch?v=BKFWZ078JKQ
MuFk0LB08yA,2024,riscv,RISC-V Taipei Day,【RISC-V Taipei Day 2024】Panel Discussion - RISC-V Enable the AI Edge Everywhere,,https://www.youtube.com/watch?v=MuFk0LB08yA
kQrUp5_DsGY,2024,riscv,RISC-V Taipei Day,【RISC-V Taipei Day 2024】Panel Discussion - RISC-V Trend and AI,,https://www.youtube.com/watch?v=kQrUp5_DsGY
N_KhUGxARiI,2024,riscv,RISC-V Taipei Day,【RISC-V Taipei Day 2024】RISC-V Adoption: Powered by AI,,https://www.youtube.com/watch?v=N_KhUGxARiI
KJcMennlrKc,2024,riscv,RISC-V Taipei Day,【RISC-V Taipei Day 2024】RISC-V Platform SIG Introduction,,https://www.youtube.com/watch?v=KJcMennlrKc
lIQKsd5dhGw,2024,riscv,RISC-V Taipei Day,【RISC-V Taipei Day 2024】RISC-V: More Than AI,,https://www.youtube.com/watch?v=lIQKsd5dhGw
rkuEEASVYzQ,2024,riscv,RISC-V Taipei Day,【RISC-V Taipei Day 2024】Research Efforts of LLM SIG of RISC-V Taiwan Alliance,,https://www.youtube.com/watch?v=rkuEEASVYzQ
rUDDyK7BaTQ,2024,riscv,RISC-V Taipei Day,【RISC-V Taipei Day 2024】Reshape the Future with AI - Full Event Video,,https://www.youtube.com/watch?v=rUDDyK7BaTQ
63_hfsg6J5I,2024,riscv,RISC-V Taipei Day,【RISC-V Taipei Day 2024】The Golden Age of Computer Architecture with MIcrochip and RISC-V,,https://www.youtube.com/watch?v=63_hfsg6J5I
FNCC9xqMfMM,2024,riscv,RISC-V Taipei Day,【RISC-V Taipei Day 2024】Using the RISC-V ecosystem to build SoCs for AI applications,,https://www.youtube.com/watch?v=FNCC9xqMfMM
itAP1ebxWEs,2024,unboxing,Technology Unboxing,【Technology Unboxing】AR + AI Vision System | META-aivi,,https://www.youtube.com/watch?v=itAP1ebxWEs
gvcMwOM3BD8,2024,unboxing,Technology Unboxing,【Technology Unboxing】ASRock Z790I Lightning WiFi Breaks World Record with DDR5-8600 Support,ASRock,https://www.youtube.com/watch?v=gvcMwOM3BD8
2Ylgu76E2Uk,2024,unboxing,Technology Unboxing,【Technology Unboxing】ASUS Vivobook S 15 — Your First ASUS Copilot+ PC,ASUS,https://www.youtube.com/watch?v=2Ylgu76E2Uk
itpVOCpoZxE,2024,unboxing,Technology Unboxing,【Technology Unboxing】ATEN VW3620 Video Wall Processor,ATEN,https://www.youtube.com/watch?v=itpVOCpoZxE
4nm5HXf1Gak,2024,unboxing,Technology Unboxing,【Technology Unboxing】Athena Orchestrator: O-RAN based SMO & RIC total solution,,https://www.youtube.com/watch?v=4nm5HXf1Gak
6FVrfq530F0,2024,unboxing,Technology Unboxing,【Technology Unboxing】Cooler Master HAF700 EVO Ｗhite,Cooler Master,https://www.youtube.com/watch?v=6FVrfq530F0
hhA9UOQEmR0,2024,unboxing,Technology Unboxing,【Technology Unboxing】Discover APNX C1 : Where Performance Meets Style,,https://www.youtube.com/watch?v=hhA9UOQEmR0
TKh1BiGFTjk,2024,unboxing,Technology Unboxing,【Technology Unboxing】Flytech【KPC2】Compact Digital Signage Player,,https://www.youtube.com/watch?v=TKh1BiGFTjk
x-4Z_yjmVTc,2024,unboxing,Technology Unboxing,【Technology Unboxing】G.SKILL Trident Z5 Royal Product Video,G.Skill,https://www.youtube.com/watch?v=x-4Z_yjmVTc
HQJ1dV6HHcc,2024,unboxing,Technology Unboxing,【Technology Unboxing】GIGABYTE GIGA POD,Gigabyte,https://www.youtube.com/watch?v=HQJ1dV6HHcc
-GhQJTCuaYA,2024,unboxing,Technology Unboxing,"【Technology Unboxing】InWin ModFree Mini – Build Small, Mod Big",InWin,https://www.youtube.com/watch?v=-GhQJTCuaYA
SmqxNllPHXo,2024,unboxing,Technology Unboxing,【Technology Unboxing】Industrial 5G NR Outdoor Unit (FWA-2100-NR) - Wireless Last Mile Solution,,https://www.youtube.com/watch?v=SmqxNllPHXo
AhkiFiREYrs,2024,unboxing,Technology Unboxing,【Technology Unboxing】KIOXIA BiCS FLASH 3D Flash Memory,,https://www.youtube.com/watch?v=AhkiFiREYrs
KmIIkfVsOP8,2024,unboxing,Technology Unboxing,【Technology Unboxing】Low carbon manufacturing at Wiwynn Malaysia,Wiwynn,https://www.youtube.com/watch?v=KmIIkfVsOP8
kjyp0WsYHqA,2024,unboxing,Technology Unboxing,【Technology Unboxing】MSI EV Series AC Charger,MSI,https://www.youtube.com/watch?v=kjyp0WsYHqA
mEXnjL7pzXk,2024,unboxing,Technology Unboxing,【Technology Unboxing】NVIDIA Jetson Orin Solution: JCO Series Family,NVIDIA,https://www.youtube.com/watch?v=mEXnjL7pzXk
peY4tEEWv_4,2024,unboxing,Technology Unboxing,【Technology Unboxing】Navilock GNSS RS232 GPS Receiver with M8 waterproof (Patented),ATEN,https://www.youtube.com/watch?v=peY4tEEWv_4
fQeovpKLUxE,2024,unboxing,Technology Unboxing,【Technology Unboxing】PD20M Mag Portable SSD,,https://www.youtube.com/watch?v=fQeovpKLUxE
yJB2_yc-Zls,2024,unboxing,Technology Unboxing,【Technology Unboxing】Phison’s aiDAPTIV+ Delivers the Performance and Scale Today’s AI Projects Need,Phison,https://www.youtube.com/watch?v=yJB2_yc-Zls
OrLZpdI5TFA,2024,unboxing,Technology Unboxing,【Technology Unboxing】Power Supply Applications in Medical,,https://www.youtube.com/watch?v=OrLZpdI5TFA
sxjIFTfpKV8,2024,unboxing,Technology Unboxing,【Technology Unboxing】PowerWalker UPS VFI 20k-80k TAP PF1 3/3 BX,,https://www.youtube.com/watch?v=sxjIFTfpKV8
94wLdxljTq0,2024,unboxing,Technology Unboxing,【Technology Unboxing】QCT New Servers Featuring Next-gen Intel® Xeon® Processors,Intel,https://www.youtube.com/watch?v=94wLdxljTq0
KWnXMQS6XOA,2024,unboxing,Technology Unboxing,"【Technology Unboxing】Red Dot Design Award Winner, Intel ATX 3.1 & ATX12VO Platinum PSU - PlatiGemini",Intel,https://www.youtube.com/watch?v=KWnXMQS6XOA
0DLQ2sPk8TM,2024,unboxing,Technology Unboxing,【Technology Unboxing】Silicon Motion SM2508 PCIe Gen5 SSD Controller,Silicon Motion,https://www.youtube.com/watch?v=0DLQ2sPk8TM
h-tePjHMxlE,2024,unboxing,Technology Unboxing,【Technology Unboxing】Straight Power 12 | World Class Quiet And Efficiency | be quiet,be quiet!,https://www.youtube.com/watch?v=h-tePjHMxlE
6htDpi6Zn6k,2024,unboxing,Technology Unboxing,【Technology Unboxing】Swift 14 AI Copilot+ PC– The Future is Closer Than You Think | Acer,Acer,https://www.youtube.com/watch?v=6htDpi6Zn6k
_0FP3aaFDYY,2024,unboxing,Technology Unboxing,【Technology Unboxing】Transcend ESD310 Portable SSD : Tiny But Mighty,Transcend,https://www.youtube.com/watch?v=_0FP3aaFDYY
fkpdzUBbrfE,2024,unboxing,Technology Unboxing,"【Technology Unboxing】Unitech Unveils the Innovations in Barcoding Technology - 5G, Wi-Fi 6E, and iOS",,https://www.youtube.com/watch?v=fkpdzUBbrfE
Q7QIJyhVF2U,2024,unboxing,Technology Unboxing,【Technology Unboxing】VERTEX SAKURA GX-1000 Unboxing,,https://www.youtube.com/watch?v=Q7QIJyhVF2U
VxxkRkm4WPA,2025,ai_spotlight,AI Spotlight,【Featured Product】 PLANET 5G NR Compact Gateway (ICG-2210W-NR) – For Critical 5G Networks,PLANET,https://www.youtube.com/watch?v=VxxkRkm4WPA
31LEHPnQtv8,2025,ai_spotlight,AI Spotlight,【Featured Product】 Unlocking the Future: High-Density Rack-Scaled Server Solutions,,https://www.youtube.com/watch?v=31LEHPnQtv8
hQiXe7q08QY,2025,ai_spotlight,AI Spotlight,【Featured Product】AAEON x Intel Scaling at the Edge,AAEON;Intel,https://www.youtube.com/watch?v=hQiXe7q08QY
